time,Yaw,pitch,roll
52.985,147.249,-21.233,-2.554
53.063,147.249,-21.233,-2.554
53.178,148.177,-21.233,-2.554
53.197,138.116,-38.915,-3.941
53.263,138.116,-38.915,-3.941
53.378,138.951,-38.915,-3.941
53.408,155.339,-13.86,-15.205
53.463,155.339,-13.86,-15.205
53.58,154.631,-13.86,-15.205
53.62,156.105,-13.977,-18.542
53.663,156.105,-13.977,-18.542
53.782,155.543,-13.977,-18.542
53.832,157.664,-9.345,-19.873
53.863,157.664,-9.345,-19.873
53.983,157.378,-9.345,-19.873
54.044,154.333,-9.579,-13.302
54.063,154.333,-9.579,-13.302
54.185,154.561,-9.579,-13.302
54.255,154.256,-9.397,-12.384
54.263,154.256,-9.397,-12.384
54.387,153.637,-9.397,-12.384
54.464,153.637,-9.397,-12.384
54.467,153.525,-11.626,-13.755
54.578,152.05,-11.626,-13.755
54.663,152.05,-11.626,-13.755
54.679,148.322,-17.028,-9.331
54.781,146.242,-17.028,-9.331
54.864,146.242,-17.028,-9.331
54.89,156.426,-6.791,-21.802
54.981,155.193,-6.791,-21.802
55.063,155.193,-6.791,-21.802
55.102,163.825,-8.705,-35.209
55.182,164.968,-8.705,-35.209
55.263,164.968,-8.705,-35.209
55.314,157.44,-4.23,-23.277
55.384,157.78,-4.23,-23.277
55.463,157.78,-4.23,-23.277
55.525,153.325,-4.94,-16.345
55.586,155.214,-4.94,-16.345
55.664,155.214,-4.94,-16.345
55.737,143.176,-16.838,-1.277
55.777,145.547,-16.838,-1.277
55.864,145.547,-16.838,-1.277
55.948,141.262,-22.502,3.814
55.98,143.238,-22.502,3.814
56.064,143.238,-22.502,3.814
56.161,149.63,-12.783,-3.167
56.18,150.972,-12.783,-3.167
56.263,150.972,-12.783,-3.167
56.372,157.002,-10.281,-14.119
56.383,157.417,-10.281,-14.119
56.464,157.417,-10.281,-14.119
56.585,154.626,-8.915,-7.98
56.585,155.484,-8.915,-7.98
56.664,155.484,-8.915,-7.98
56.786,157.5,-8.915,-7.98
56.795,154.84,-6.963,-1.865
56.864,154.84,-6.963,-1.865
56.977,155.946,-6.963,-1.865
57.007,155.476,-7.986,-1.531
57.063,155.476,-7.986,-1.531
57.18,155.096,-7.986,-1.531
57.219,155.946,-3.141,-0.526
57.263,155.946,-3.141,-0.526
57.38,154.509,-3.141,-0.526
57.431,155.549,-2.243,-1.899
57.463,155.549,-2.243,-1.899
57.582,153.749,-2.243,-1.899
57.643,155.703,-3.1,-5.316
57.663,155.703,-3.1,-5.316
57.784,154.55,-3.1,-5.316
57.855,154.621,-4.868,-6.337
57.863,154.621,-4.868,-6.337
57.985,154.506,-4.868,-6.337
58.064,154.506,-4.868,-6.337
58.066,156.447,-10.745,-11.903
58.179,156.818,-10.745,-11.903
58.264,156.818,-10.745,-11.903
58.279,144.672,-16.798,0.518
58.38,145.741,-16.798,0.518
58.463,145.741,-16.798,0.518
58.49,154.199,-10.628,-8.436
58.58,153.645,-10.628,-8.436
58.663,153.645,-10.628,-8.436
58.702,162.098,-3.619,-17.224
58.782,160.068,-3.619,-17.224
58.864,160.068,-3.619,-17.224
58.913,161.15,-3.849,-18.757
58.984,158.773,-3.849,-18.757
59.064,158.773,-3.849,-18.757
59.124,151.515,-4.044,-7.676
59.185,150.938,-4.044,-7.676
59.264,150.938,-4.044,-7.676
59.337,146.726,-12.079,-5.558
59.378,146.564,-12.079,-5.558
59.464,146.564,-12.079,-5.558
59.548,149.239,-13.348,-12.214
59.579,148.146,-13.348,-12.214
59.663,148.146,-13.348,-12.214
59.76,146.882,-13.4,-9.701
59.779,145.234,-13.4,-9.701
59.864,145.234,-13.4,-9.701
59.972,145.951,-8.061,-6.033
59.981,144.063,-8.061,-6.033
60.064,144.063,-8.061,-6.033
60.183,144.602,-9.403,-8.425
60.184,143.429,-9.403,-8.425
60.264,143.429,-9.403,-8.425
60.385,144.194,-9.403,-8.425
60.394,142.25,-10.446,-5.404
60.464,142.25,-10.446,-5.404
60.578,143.166,-10.446,-5.404
60.606,140.972,-11.989,-1.909
60.663,140.972,-11.989,-1.909
60.778,140.728,-11.989,-1.909
60.819,142.243,-10.522,-3.834
60.863,142.243,-10.522,-3.834
60.98,141.909,-10.522,-3.834
61.03,141.35,-11.631,-3.843
61.063,141.35,-11.631,-3.843
61.181,141.358,-11.631,-3.843
61.244,141.703,-12.444,-5.548
61.263,141.703,-12.444,-5.548
61.383,141.636,-12.444,-5.548
61.455,141.364,-11.923,-4.355
61.466,141.364,-11.923,-4.355
61.585,141.56,-11.923,-4.355
61.663,141.56,-11.923,-4.355
61.666,142.433,-10.714,-4.853
61.786,143.616,-10.714,-4.853
61.865,143.616,-10.714,-4.853
61.877,142.963,-11.532,-4.376
61.978,143.463,-11.532,-4.376
62.065,143.463,-11.532,-4.376
62.088,144.574,-9.309,-4.404
62.179,144.881,-9.309,-4.404
62.264,144.881,-9.309,-4.404
62.3,145.221,-9.915,-5.644
62.38,145.447,-9.915,-5.644
62.464,145.447,-9.915,-5.644
62.511,144.917,-10.286,-4.966
62.582,145.239,-10.286,-4.966
62.665,145.239,-10.286,-4.966
62.724,144.803,-10.911,-4.715
62.784,145.305,-10.911,-4.715
62.865,145.305,-10.911,-4.715
62.936,144.897,-11.309,-4.308
62.987,145.371,-11.309,-4.308
63.064,145.371,-11.309,-4.308
63.147,148.304,-5.797,-5.153
63.177,148.529,-5.797,-5.153
63.264,148.529,-5.797,-5.153
63.359,149.525,-4.197,-5.816
63.379,149.639,-4.197,-5.816
63.465,149.639,-4.197,-5.816
63.571,149.827,-4.072,-6.054
63.58,149.874,-4.072,-6.054
63.664,149.874,-4.072,-6.054
63.782,149.337,-5.99,-6.462
63.782,149.31,-5.99,-6.462
63.864,149.31,-5.99,-6.462
63.983,149.578,-5.99,-6.462
63.993,146.908,-10.534,-5.559
64.064,146.908,-10.534,-5.559
64.185,147.096,-10.534,-5.559
64.206,149.329,-12.365,-10.594
64.264,149.329,-12.365,-10.594
64.377,149.063,-12.365,-10.594
64.419,150.222,-13.304,-13.035
64.463,150.222,-13.304,-13.035
64.578,150.648,-13.304,-13.035
64.63,142.264,-23.023,-9.587
64.664,142.264,-23.023,-9.587
64.781,144.305,-23.023,-9.587
64.842,135.19,-32.784,-7.929
64.863,135.19,-32.784,-7.929
64.982,137.708,-32.784,-7.929
65.054,155.194,-17.724,-21.959
65.064,155.194,-17.724,-21.959
65.186,153.946,-17.724,-21.959
65.265,155.892,-17.489,-25.028
65.265,155.892,-17.489,-25.028
65.385,154.68,-17.489,-25.028
65.463,154.68,-17.489,-25.028
65.476,142.793,-28.604,-10.749
65.577,143.6,-28.604,-10.749
65.663,143.6,-28.604,-10.749
65.688,143.357,-28.378,-8.96
65.778,144.176,-28.378,-8.96
65.863,144.176,-28.378,-8.96
65.9,150.547,-18.429,-16.885
65.98,150.753,-18.429,-16.885
66.064,150.753,-18.429,-16.885
66.111,149.737,-20.527,-16.101
66.182,149.462,-20.527,-16.101
66.263,149.462,-20.527,-16.101
66.323,142.925,-32.319,-12.866
66.385,142.502,-32.319,-12.866
66.463,142.502,-32.319,-12.866
66.534,147.259,-27.273,-21.161
66.585,146.763,-27.273,-21.161
66.663,146.763,-27.273,-21.161
66.746,148.058,-23.772,-19.484
66.777,148.893,-23.772,-19.484
66.864,148.893,-23.772,-19.484
66.958,147.225,-27.084,-19.022
66.978,147.815,-27.084,-19.022
67.063,147.815,-27.084,-19.022
67.17,149.646,-25.407,-22.953
67.179,148.92,-25.407,-22.953
67.263,148.92,-25.407,-22.953
67.382,147.214,-29.996,-25.475
67.383,145.945,-29.996,-25.475
67.464,145.945,-29.996,-25.475
67.585,145.109,-29.996,-25.475
67.593,147.24,-24.247,-21.833
67.664,147.24,-24.247,-21.833
67.784,146.918,-24.247,-21.833
67.807,147.963,-15.321,-10.622
67.863,147.963,-15.321,-10.622
67.978,146.955,-15.321,-10.622
68.019,147.301,-17.747,-16.14
68.063,147.301,-17.747,-16.14
68.179,146.634,-17.747,-16.14
68.228,144.486,-20.319,-10.774
68.263,144.486,-20.319,-10.774
68.38,143.209,-20.319,-10.774
68.44,146.023,-12.422,-10.345
68.463,146.023,-12.422,-10.345
68.581,144.904,-12.422,-10.345
68.651,145.87,-7.562,-8.304
68.663,145.87,-7.562,-8.304
68.783,145.104,-7.562,-8.304
68.863,145.908,-5.206,-8.485
68.863,145.908,-5.206,-8.485
68.984,146.035,-5.206,-8.485
69.064,146.035,-5.206,-8.485
69.074,142.868,-10.13,-4.754
69.187,143.34,-10.13,-4.754
69.264,143.34,-10.13,-4.754
69.287,142.857,-5.406,1.578
69.378,142.837,-5.406,1.578
69.464,142.837,-5.406,1.578
69.498,146.205,3.395,-0.345
69.579,146.224,3.395,-0.345
69.664,146.224,3.395,-0.345
69.711,149.441,2.549,-7.01
69.781,149.604,2.549,-7.01
69.863,149.604,2.549,-7.01
69.922,149.318,3.455,-6.066
69.982,150.096,3.455,-6.066
70.063,150.096,3.455,-6.066
70.135,149.528,4.362,-4.761
70.184,150.215,4.362,-4.761
70.264,150.215,4.362,-4.761
70.346,149.711,-4.068,-8.949
70.386,150.586,-4.068,-8.949
70.464,150.586,-4.068,-8.949
70.558,149.891,-9.459,-11.659
70.577,150.993,-9.459,-11.659
70.663,150.993,-9.459,-11.659
70.768,145.431,-3.783,0.204
70.778,146.762,-3.783,0.204
70.864,146.762,-3.783,0.204
70.981,151.985,-1.645,-6.429
70.981,152.613,-1.645,-6.429
71.063,152.613,-1.645,-6.429
71.182,152.019,-1.645,-6.429
71.192,157.226,-8.698,-16.864
71.265,157.226,-8.698,-16.864
71.384,156.478,-8.698,-16.864
71.404,155.444,-8.72,-15.583
71.463,155.444,-8.72,-15.583
71.587,155.527,-8.72,-15.583
71.615,148.352,-11.481,-5.902
71.663,148.352,-11.481,-5.902
71.777,148.383,-11.481,-5.902
71.827,150.84,-12.882,-11.645
71.863,150.84,-12.882,-11.645
71.979,150.358,-12.882,-11.645
72.039,149.625,-14.3,-11.548
72.063,149.625,-14.3,-11.548
72.181,148.958,-14.3,-11.548
72.251,145.394,-13.468,-3.395
72.263,145.394,-13.468,-3.395
72.382,143.804,-13.468,-3.395
72.463,145.598,-12.411,-6.297
72.463,145.598,-12.411,-6.297
72.583,144.875,-12.411,-6.297
72.664,144.875,-12.411,-6.297
72.674,142.594,-13.284,-1.753
72.785,143.882,-13.284,-1.753
72.864,143.882,-13.284,-1.753
72.886,144.922,-10.491,-1.366
72.977,145.883,-10.491,-1.366
73.063,145.883,-10.491,-1.366
73.098,147.292,-9.638,-3.916
73.18,147.318,-9.638,-3.916
73.263,147.318,-9.638,-3.916
73.31,146.984,-10.055,-3.572
73.381,147.22,-10.055,-3.572
73.463,147.22,-10.055,-3.572
73.522,146.052,-12.102,-3.024
73.582,146.533,-12.102,-3.024
73.663,146.533,-12.102,-3.024
73.734,146.196,-12.74,-2.943
73.782,146.9,-12.74,-2.943
73.864,146.9,-12.74,-2.943
73.945,147.826,-11.68,-3.843
73.985,148.553,-11.68,-3.843
74.063,148.553,-11.68,-3.843
